pdb_id	n_protein_chains_ge128	min_msa_depth	median_msa_depth	max_msa_depth
8S87	3	7171	7171	7171
9DTG	2	7172	7172	7172
9VDM	1	7173	7173	7173
9VDL	1	7173	7173	7173
9VDK	1	7173	7173	7173
9VDN	1	7173	7173	7173
22TN	2	7193	7193	7193
22RH	6	7193	7193	7193
22WM	6	7193	7193	7193
9XWT	6	7193	7193	7193
9LG2	2	7193	7193	7193
9XVS	2	7193	7193	7193
9XW4	2	7193	7193	7193
22RL	6	7193	7193	7193
9MCX	9	7195	7195	27130
9OUV	3	7195	7195	27984
9MCY	12	7195	7195	27869
9N5P	9	7197	7197	27130
8XUL	1	7200	7200	7200
9IBA	3	7201	7201	7201
9KS5	2	7206	7206	7206
9BHJ	3	7214	7214	7214
9BHK	3	7214	7214	7214
9OQA	1	7214	7214	7214
9BHI	1	7214	7214	7214
8VEM	4	7215	7215	7215
9F9U	3	7216	7216	7216
9KH4	1	7221	7221	7221
9JOH	6	7227	7227	7227
9JOG	6	7227	7227	7227
9JOF	6	7227	7227	7227
8XUA	4	7229	7229	7229
9H0I	2	7232	8256	8256
8RMU	3	7232	7232	7232
9H0H	6	7232	8256	8256
9I4N	3	7232	7232	7232
9S62	3	7232	7232	7232
9JMM	3	7232	22078	22078
8RMV	3	7232	7232	7232
9H0J	6	7232	8283	8283
8RMT	3	7232	7232	7232
9O65	3	7235	15303	21437
9M26	4	7242	7242	7242
9LTY	2	7245	7245	7245
8RS8	12	7245	7245	7245
8YOT	2	7246	7246	7246
9GEK	3	7247	7247	7247
9QEK	1	7250	7250	7250
9ELW	3	7251	7251	26823
9ELU	9	7251	7251	26987
8RXM	3	7258	7258	7258
9GP8	3	7259	7259	7259
9EH6	2	7262	7262	7262
9G69	4	7263	35955	35955
8RR9	3	7266	7266	7266
8S67	3	7266	7266	7266
8RRG	3	7266	7266	7266
8RR7	3	7266	7266	7266
9FDB	3	7266	7266	7266
8RR8	3	7266	7266	7266
8RRE	3	7266	7266	7266
8RRF	3	7266	7266	7266
8RRC	3	7266	7266	7266
9FDC	3	7266	7266	7266
8RRB	3	7266	7266	7266
8RRA	3	7266	7266	7266
9GF1	3	7267	7267	7267
9MK9	2	7267	14697	14697
8RTG	3	7269	7269	7269
8RXI	3	7269	7269	7269
8RTI	3	7269	7269	7269
9B3D	8	7269	19377	19377
9JP3	1	7272	7272	7272
8RXJ	3	7274	7274	7274
8ZYQ	4	7276	7276	7276
8ZYO	12	7276	7276	7276
8ZYP	4	7276	7276	7276
8ZYN	4	7276	7276	7276
9K8V	15	7284	7284	7284
8YMD	1	7284	7284	7284
9NB9	4	7289	19551	29213
8RU4	6	7290	7290	7290
9JP2	1	7294	7294	7294
9JOS	1	7294	7294	7294
8VPO	3	7296	7296	7296
9T1Q	3	7297	7297	7297
9T3Q	3	7297	7297	7297
9T0B	3	7297	7297	7297
9J1W	60	7300	7300	7300
9YV3	3	7304	7304	7304
9J6I	2	7306	7306	7306
9EED	1	7307	7307	7307
9U6G	1	7308	7308	7308
9FJ2	8	7309	7309	7309
9GWT	9	7312	8270	9468
8VHO	2	7316	7316	7316
8VHN	2	7316	7316	7316
8XQV	6	7316	7316	7316
9U6K	1	7319	7319	7319
9T62	6	7321	7321	7321
9KDH	2	7322	7322	7322
9KE3	2	7322	7322	7322
9KDA	2	7322	7322	7322
9KDM	2	7322	7322	7322
9P9V	6	7329	7329	7329
8VHU	6	7332	7332	7332
8Y8R	1	7335	7335	7335
9QQK	2	7335	7335	7335
8Y8Q	1	7335	7335	7335
9SR2	6	7335	7335	7335
9U6H	1	7338	7338	7338
9U6I	1	7338	7338	7338
9I51	6	7345	7345	7345
9KFE	3	7345	7345	7345
9I4V	4	7345	7345	7345
9I53	6	7345	7345	7345
9I1S	4	7345	7345	7345
8VJM	4	7346	11585	11585
8VJL	8	7349	11585	11585
8RBV	3	7351	7351	7351
8Y8S	4	7352	7352	7352
8Y8O	1	7352	7352	7352
8Y8N	1	7352	7352	7352
9F9Z	1	7354	7354	7354
9N9Y	2	7362	13242	13242
8RBU	3	7365	7365	7365
8RH6	9	7365	7365	7365
8RHQ	9	7365	7365	7365
9U6J	1	7369	7369	7369
9U6M	1	7369	7369	7369
9U6L	1	7369	7369	7369
8Y8P	1	7369	7369	7369
9VBL	1	7372	7372	7372
9VBM	1	7372	7372	7372
9DZZ	6	7377	18129	18129
9ELZ	3	7385	7385	26823
9CBP	1	7388	7388	7388
9L26	8	7393	7393	7393
9KY7	11	7393	7393	7393
9KMD	27	7393	7393	7393
9LN9	48	7393	7393	7393
9LO8	66	7393	7393	7393
8XB1	1	7398	7398	7398
9EOB	3	7404	7404	7404
9CBR	1	7407	7407	7407
9LMI	2	7409	7409	7409
9LMG	2	7409	7409	7409
9LMJ	6	7409	7409	7409
9LMH	2	7409	7409	7409
9MAQ	2	7412	7412	7412
9P1C	2	7412	32419	32419
9H6M	6	7412	7412	7412
9MU3	2	7419	7419	7419
8RS4	6	7421	7421	7421
9H6N	6	7423	7423	7423
9JQT	4	7424	9647	22058
9QG1	16	7428	7428	7428
9NTB	9	7431	7431	7431
9JV3	7	7431	7431	7431
9JWJ	12	7431	7431	7431
9K0G	12	7431	7431	7431
9U6Q	1	7435	7435	7435
9INY	3	7438	7438	7438
9FXK	16	7438	7438	7438
9LTB	6	7439	7439	7439
9F13	3	7440	7440	7440
9FVR	4	7442	7442	7442
9MYP	3	7447	7447	7447
9MYL	6	7449	8935	9110
9SKM	36	7452	34733	37160
9SKH	12	7452	34673	37160
9LU2	2	7452	7452	7452
9H8V	2	7457	7457	7457
9GEX	4	7467	7467	7467
8RZU	1	7467	7467	7467
9FZJ	3	7478	7478	7478
9FZH	3	7478	7478	7478
9FZG	3	7478	7478	7478
9G4A	1	7481	7481	7481
9ME3	3	7482	7482	7482
9EJX	1	7482	7482	7482
9ME2	3	7482	7482	7482
9EJS	7	7482	7482	7482
9NNT	3	7483	7483	7483
8YTV	8	7484	7484	7484
8VE9	4	7486	7486	7486
9BEQ	1	7486	7486	7486
9K34	4	7486	7486	7486
9M3L	2	7490	7490	7490
9HL5	3	7492	7492	7492
9NS1	1	7497	7497	7497
9NS0	1	7500	7500	7500
9JS2	3	7503	7503	7503
9JHU	3	7503	7503	7503
9QYX	6	7506	7506	7506
9CC3	6	7506	7506	7506
9CC1	6	7506	7506	7506
9CC0	6	7506	7506	7506
9FET	1	7509	7509	7509
9LUQ	4	7509	7509	7509
9L61	2	7514	7514	7514
8RQ9	4	7515	19401	19401
9KL9	2	7516	7516	7516
9QYW	6	7517	7517	7517
9M8I	2	7524	7524	7524
8RVK	6	7526	7526	7526
9QZ0	6	7527	7527	7527
9QZ1	6	7527	7527	7527
9QYY	4	7530	7530	7530
9JF4	1	7533	7533	7533
9F6C	6	7538	7538	7538
9QYZ	7	7539	7539	7539
9J16	2	7541	7541	7541
9J12	2	7541	7541	7541
9J13	2	7541	7541	7541
9J15	2	7541	7541	7541
9J14	2	7541	7541	7541
9J18	2	7541	7541	7541
9J17	2	7541	7541	7541
9QZ3	7	7549	7549	7549
9LMU	3	7552	7552	7552
8Z2G	2	7554	7554	7554
9QYV	6	7557	7557	7557
9IRD	6	7557	18078	18642
9SZJ	3	7559	7559	7559
8VHR	4	7561	7561	7561
8VHP	20	7561	7561	7561
8VHQ	4	7561	7561	7561
8ZI9	2	7569	19341	19341
9E9E	4	7570	7570	7570
9E9D	4	7570	7570	7570
9PJ2	18	7577	7577	7577
9PJ3	6	7577	7577	7577
9M9P	1	7579	7579	7579
8REJ	2	7579	7579	7579
9QZ2	4	7580	7580	7580
8ZO4	4	7581	7697	7697
9GRN	4	7587	7587	7587
9OLY	4	7588	7588	7588
9ON0	6	7588	7588	7588
8S6C	3	7588	7588	7588
9UKR	6	7593	7593	7593
9V17	4	7593	7593	7593
9V16	4	7593	7593	7593
9UKQ	6	7593	7593	7593
9HIZ	4	7595	7595	7595
8YE8	6	7596	7596	7596
8REF	3	7605	7605	7605
8RCV	3	7605	7605	7605
9FRM	3	7607	7607	7607
9KS9	2	7609	7609	7609
9KRZ	2	7609	7609	7609
9KRY	2	7609	7609	7609
9HTG	3	7613	7613	7613
9LHY	1	7619	7619	7619
9LHW	5	7619	7619	7619
8ZIU	2	7620	19311	19311
8VEL	4	7620	7620	7620
9F31	1	7621	7621	7621
9NCL	3	7624	7624	7624
9NCE	3	7624	7624	7624
9NCG	1	7624	7624	7624
8ZIP	2	7624	19311	19311
9FZF	2	7626	7626	7626
9QDV	8	7629	7629	7629
9HG0	8	7630	7630	7630
9HG1	48	7630	7630	7630
8RY1	8	7630	7630	7630
8RY6	8	7630	7630	7630
8RY5	24	7630	7630	7630
9HFZ	8	7630	7630	7630
8RY7	8	7630	7630	7630
8RY9	8	7630	7630	7630
8RY3	24	7630	7630	7630
8RY4	24	7630	7630	7630
8RYA	12	7630	7630	7630
8RY0	8	7630	7630	7630
9HG2	48	7630	7630	7630
9HG3	24	7630	7630	7630
8RYB	8	7630	7630	7630
8RY8	8	7630	7630	7630
9I0L	8	7634	7634	7634
9I0K	8	7634	7634	7634
9I0M	24	7634	7634	7634
9I8P	3	7634	7634	7634
9HTF	3	7636	7636	7636
9LIG	4	7637	12555	22763
9KQ3	4	7637	12536	22712
9LIH	4	7637	12602	22712
9KPT	4	7637	12602	22747
9B15	6	7640	7640	7640
8YXK	2	7641	7641	7641
9DFV	12	7643	19551	19551
9RCI	6	7645	7645	7645
9RDI	4	7645	7645	7645
8S85	6	7648	7648	7648
8W01	1	7653	7653	7653
8Z25	3	7653	7653	7653
8Z1T	3	7653	7653	7653
8W04	2	7653	7653	7653
8Z1S	6	7653	7653	7653
9LHU	1	7657	7657	7657
9WSV	4	7662	9254	22567
9WSX	4	7662	9254	22567
9ISA	6	7664	7664	7664
8RIR	2	7665	7665	7665
9D40	3	7667	7667	7667
9D4D	3	7667	7667	7667
9D17	3	7667	7667	7667
9D3Y	1	7667	7667	7667
9CSK	8	7672	16554	16554
9K2Y	4	7681	7681	7681
8VI1	2	7692	7692	7692
9E4O	3	7696	13760	24377
9E4N	3	7696	13760	24377
8RR6	1	7697	7697	7697
9IVB	2	7706	7706	7706
9C5F	2	7711	7711	7711
9GXZ	3	7713	7713	7713
9UL0	8	7714	15960	15960
9UB9	6	7714	15960	15960
9UEW	6	7714	15960	15960
9JQL	1	7723	7723	7723
9C4N	1	7727	7727	7727
9FJL	1	7727	7727	7727
8RIT	6	7731	7731	7731
9CDU	2	7735	7735	7735
9CDV	6	7735	7735	7735
9KFF	3	7737	7737	7737
9JC9	1	7737	7737	7737
9N7G	6	7738	7738	7738
9JCA	1	7739	7739	7739
9LMS	3	7744	7744	7744
9C1R	3	7744	7744	7744
9NWX	3	7745	7745	7745
8XHR	3	7746	7746	7746
9H2V	7	7747	7747	7747
9EJJ	6	7749	7749	7749
9EJR	6	7749	7749	7749
9EWX	23	7749	7749	7749
9K1M	1	7749	7749	7749
9BMK	2	7754	7754	7754
9MVX	6	7756	7900	7900
8RBF	4	7760	19985	19985
8XZ2	2	7772	7772	7772
9CFU	5	7790	19527	20398
9CFV	5	7790	19527	20398
9FBS	1	7790	7790	7790
9FBQ	3	7790	7790	7790
9FBR	3	7790	7790	7790
9CFW	5	7790	19527	20398
9CFX	5	7790	19527	20398
9DMU	8	7793	7793	7793
9MUC	8	7797	7797	7797
9H80	13	7797	7797	7797
9MUB	4	7797	7797	7797
8YVV	6	7802	7802	7802
9T6K	3	7825	7825	7825
8RUO	1	7825	7825	7825
9SXJ	3	7825	7825	7825
9T08	1	7825	7825	7825
9T0D	3	7825	7825	7825
9T2V	3	7825	7825	7825
9D92	6	7836	7836	7836
9PY7	3	7845	8317	8317
9XW3	1	7855	7855	7855
8ZML	7	7856	7856	7856
8ZDU	102	7861	7861	7861
8ZDT	33	7861	7861	7861
8ZDS	99	7861	7861	7861
8RBG	1	7873	7873	7873
9T5S	6	7873	7873	7873
8RDX	12	7889	8126	8126
8YL9	3	7900	7900	7900
9OAP	3	7910	9647	14185
9K7B	1	7915	7915	7915
9K7N	1	7915	7915	7915
9CBO	6	7926	7926	7926
9CBV	1	7927	7927	7927
9IGQ	12	7929	7929	7929
9IGR	4	7929	7929	7929
9B44	4	7931	10281	10281
9GYK	3	7937	7937	7937
9EYR	1	7937	7937	7937
9RCG	1	7937	7937	7937
9GYC	1	7937	7937	7937
9FW8	1	7937	7937	7937
9EZ2	3	7937	7937	7937
9GYJ	1	7937	7937	7937
9GYA	3	7937	7937	7937
9GY8	1	7937	7937	7937
9FBF	1	7937	7937	7937
9EZ1	3	7937	7937	7937
9QBN	4	7942	7942	7942
9F7X	3	7943	7943	7943
9F7W	4	7943	7943	7943
9CBQ	1	7943	7943	7943
8RCE	1	7943	7943	7943
8XNA	2	7950	7950	7950
8YTU	9	7961	7961	7961
8S5S	3	7965	7965	7965
9CX3	3	7966	8556	9320
9NFC	3	7968	8116	9528
9NFB	3	7968	8118	9528
9JDB	2	7972	7972	7972
9JDC	2	7972	7972	7972
9OZY	3	7978	7978	7978
8XBK	4	7982	7982	7982
9QK3	1	7982	7982	7982
9QK4	1	7982	7982	7982
9QK5	3	7982	7982	7982
9QK6	1	7982	7982	7982
9HX2	2	7983	7983	7983
9L3Z	3	7985	8367	22263
8ZM5	4	7987	7987	7987
9P16	3	7987	7987	7987
9F56	1	7987	7987	7987
9P17	3	7987	7987	7987
8ZM4	4	7987	7987	7987
8ZM6	4	7987	7987	7987
9GOA	4	7991	7991	7991
9GHL	18	8004	8004	8004
9MNZ	12	8007	22737	24257
9MNX	12	8007	22737	24257
9MNW	4	8007	22737	24257
9MNY	12	8007	22737	24257
9MO0	12	8007	22737	24257
9H2O	6	8011	8011	8011
8YV4	6	8015	8015	8015
9IHL	3	8017	8017	8017
9OAO	3	8018	9735	14185
9CX9	3	8021	8556	9320
9PD2	9	8027	8305	9196
9R5Z	2	8028	8028	8028
9HYD	3	8034	8034	8034
9HW9	1	8035	8035	8035
9L3T	6	8043	8043	8043
9N1X	3	8044	8044	8044
9N1E	3	8044	8044	8044
9N2A	3	8044	8044	8044
9N1A	3	8044	8044	8044
9NH9	3	8044	8044	8044
9H29	6	8051	8051	8051
9H2N	6	8051	8051	8051
9H1T	6	8051	8051	8051
9R6I	3	8052	8052	8052
9IWK	2	8052	8052	8052
9R6K	3	8052	8052	8052
9LRG	1	8053	8053	8053
8VG4	2	8054	8063	8063
8VM0	2	8054	8054	8054
8VLP	2	8054	8054	8054
8VMC	2	8054	8054	8054
8VF7	2	8054	8063	8063
8VLE	2	8054	8054	8054
8VM5	2	8054	8054	8054
8VLO	2	8054	8054	8054
8VM6	2	8054	8054	8054
8VM7	2	8054	8054	8054
9GRH	4	8059	8059	8059
8VVB	4	8060	10100	10100
8VUZ	4	8060	10100	10241
8VMD	2	8063	8063	8063
9D1X	3	8065	8065	8065
9CWN	3	8072	8072	8072
9O9N	1	8072	8072	8072
9CK0	2	8072	8072	8072
9V45	10	8073	8073	8073
9V4F	10	8073	8073	8073
8W3D	12	8074	8074	8074
9C61	6	8085	8085	8085
9GWC	2	8086	8086	8086
9GWX	2	8086	8086	8086
9GZB	2	8086	8086	8086
9GWY	2	8086	8086	8086
9GVT	2	8086	8086	8086
9GW4	2	8086	8086	8086
9GX7	2	8086	8086	8086
9GWB	2	8086	8086	8086
9GX6	2	8086	8086	8086
9GX0	2	8086	8086	8086
9GX1	2	8086	8086	8086
9GWP	2	8086	8086	8086
9GWL	2	8086	8086	8086
9GWR	2	8086	8086	8086
9GX3	6	8086	8086	8086
9GX4	2	8086	8086	8086
9GWN	2	8086	8086	8086
9GZ9	2	8086	8086	8086
9GWS	2	8086	8086	8086
9GWM	2	8086	8086	8086
9GXD	2	8086	8086	8086
9GW8	2	8086	8086	8086
9GZF	2	8086	8086	8086
9GW7	2	8086	8086	8086
9GWF	2	8086	8086	8086
9GW3	2	8086	8086	8086
9GZI	2	8086	8086	8086
9GWG	2	8086	8086	8086
9GFU	2	8086	8086	8086
9GZ8	2	8086	8086	8086
9GWK	2	8086	8086	8086
9GVS	2	8086	8086	8086
9GWQ	2	8086	8086	8086
9GZ7	2	8086	8086	8086
9GX5	2	8086	8086	8086
9GWI	2	8086	8086	8086
9GZA	2	8086	8086	8086
9GWE	2	8086	8086	8086
9GWH	2	8086	8086	8086
9GZC	2	8086	8086	8086
8W38	9	8087	8087	8087
9DOR	5	8098	25242	42054
9GGN	12	8098	28085	28085
9GGL	9	8098	8098	28085
9DOQ	5	8098	25242	42054
9GGM	4	8100	28085	28085
8ZFS	2	8101	8101	8101
9V8E	1	8101	8101	8101
8ZFQ	2	8101	8101	8101
8ZFT	2	8101	8101	8101
9V8D	3	8101	8101	8101
8ZFP	2	8101	8101	8101
9JE3	8	8101	9896	9924
9V8G	3	8101	8101	8101
8ZFO	2	8101	8101	8101
8ZFN	2	8101	8101	8101
9V8H	3	8101	8101	8101
8ZFR	2	8101	8101	8101
9IWO	3	8103	8103	8103
9IWL	3	8103	8103	8103
9IWM	3	8103	8103	8103
9IWN	3	8103	8103	8103
9IWJ	8	8103	8103	8103
9GZE	2	8106	8106	8106
9GC7	4	8106	8106	8106
8W2X	2	8108	8108	8108
9O1K	3	8109	25357	25357
9O1J	12	8109	21153	25357
9O1F	12	8109	21153	25357
9O1G	3	8109	25357	25357
9O1E	3	8109	25357	25357
9O1A	12	8109	21153	25357
9O1B	3	8109	25357	25357
9O1D	12	8109	21153	25357
9YIO	6	8116	9740	9740
9GVP	2	8117	8117	8117
9GX2	2	8117	8117	8117
8RWB	9	8124	9182	10292
8W3B	6	8125	8125	8125
9YY0	6	8127	9938	9938
9QBJ	24	8131	22829	23750
9K0H	6	8132	8132	8132
9HH8	3	8133	8133	8133
9HHA	3	8133	8133	8133
9HGF	3	8133	8133	8133
9HHB	3	8133	8133	8133
9N0Z	3	8141	12010	50280
9MZW	3	8141	12010	50280
9C6B	3	8141	12010	50280
9C7T	3	8141	12010	50280
9BDH	3	8142	9864	26399
8YEL	1	8160	8160	8160
9II9	4	8165	10045	10045
8ZNN	1	8166	8166	8166
9GFF	6	8180	9887	9887
8S6J	3	8180	8180	8180
9OK1	6	8184	8184	8184
9OMX	6	8184	8184	8184
9OON	6	8184	8184	8184
9OM9	6	8184	8184	8184
9OJD	4	8184	8184	8184
9OK2	6	8184	8184	8184
9OMU	6	8184	8184	8184
9OPG	6	8184	8184	8184
9OMW	6	8184	8184	8184
9OMC	6	8184	8184	8184
9OJX	6	8184	8184	8184
9OP2	6	8184	8184	8184
9OOY	6	8184	8184	8184
9OJW	6	8184	8184	8184
9OQ9	6	8184	8184	8184
9OJQ	6	8184	8184	8184
9OLN	6	8184	8184	8184
9OJP	4	8184	8184	8184
9V8F	1	8187	8187	8187
9YTF	3	8188	8478	10133
9BIM	1	8189	8189	8189
9BFI	1	8189	8189	8189
9BFJ	1	8189	8189	8189
9BFK	1	8189	8189	8189
8RPC	3	8193	8193	8193
9D82	9	8193	8193	8193
9T0L	3	8194	8194	8194
9ETI	3	8198	10257	10414
9ETH	9	8198	10257	10414
9PRR	6	8199	8199	8199
9PKF	9	8201	8977	9514
9PKV	9	8201	8660	9190
9PKC	9	8201	8977	9514
9T0M	3	8201	8201	8201
9PIX	9	8201	9260	9541
8XPZ	1	8207	8207	8207
9GFH	8	8207	10525	10525
9M06	6	8213	8213	8213
9EY8	10	8215	8215	8215
9GV1	3	8219	8219	8219
9GTQ	3	8219	8219	8219
9GRO	6	8221	8221	8221
9MSO	4	8221	9637	9637
9GFG	16	8232	11230	11230
9O3Q	1	8234	8234	8234
9CHP	4	8236	8236	8236
9CHR	4	8236	8236	8236
9CHS	4	8236	8236	8236
9CHQ	4	8236	8236	8236
9EY5	1	8248	8248	8248
9EY6	3	8248	8248	8248
9BT4	6	8248	31588	31617
9EY7	1	8248	8248	8248
8YMH	3	8249	8249	8249
9LRA	9	8249	9698	16739
8YMF	3	8249	8249	8249
8YMG	3	8249	8249	8249
8YMI	3	8249	8249	8249
8YME	3	8249	8249	8249
9BCA	4	8250	8250	8250
9BCC	4	8250	8250	8250
9EOP	1	8254	8254	8254
9CD5	6	8254	8254	8254
9EOO	1	8254	8254	8254
9EON	1	8254	8254	8254
9EOM	1	8254	8254	8254
9U94	6	8259	13812	13812
9MPX	2	8260	9833	9833
9T9M	2	8261	9841	9841
8YU8	1	8265	8265	8265
8YT6	1	8265	8265	8265
8YWU	3	8265	8265	8265
8YTL	3	8265	8265	8265
8YT9	1	8265	8265	8265
8YWV	1	8265	8265	8265
9GWZ	24	8270	9468	9468
9ILR	3	8271	8271	8271
9OHX	4	8271	8271	8271
9ILS	1	8271	8271	8271
9CD7	3	8275	8275	8275
9KO5	4	8278	8278	8278
9KO3	4	8278	8278	8278
9LPB	1	8280	8280	8280
8W1L	1	8281	8281	8281
9KFU	3	8283	8283	8283
8XS1	2	8286	8765	8765
8XS2	6	8286	8765	8765
8XLO	4	8291	8291	8291
8XZ7	6	8291	8291	8291
9UHC	2	8291	8291	8291
9UHI	2	8291	8291	8291
8Y22	6	8293	8293	8293
9CF7	3	8296	10580	14185
9EAJ	4	8300	9009	9239
9CCG	6	8300	9505	17417
9BDI	18	8300	9814	26398
9DVB	8	8300	11173	16586
9HAP	4	8300	14771	21378
9DVC	6	8300	11173	16586
9EAH	4	8300	10206	10206
9HB3	4	8300	14771	21378
9EAI	4	8300	9009	9239
8ZKD	3	8301	8301	8301
8YKI	2	8302	8302	8302
9IA4	6	8304	9958	9958
9IA3	6	8304	9958	9958
9U3N	2	8304	8304	8304
9FE1	2	8306	32103	32103
9MI6	3	8311	9688	9806
9IYA	3	8311	9163	22943
9EHS	4	8311	21728	24281
9CRZ	6	8314	8314	8314
8REP	4	8314	8314	8314
8REQ	12	8314	8314	8314
8REN	12	8321	8321	8321
8REO	12	8321	8321	8321
9K0I	1	8331	8331	8331
9K0J	1	8331	8331	8331
9R3E	2	8345	8345	8345
8VS8	32	8346	9571	9712
9DC8	3	8347	8347	8347
9DC9	3	8347	8347	8347
9GNM	2	8350	8350	8350
9GNL	2	8350	8350	8350
9RC4	4	8353	8353	8353
9HZM	60	8355	8355	8355
9HZQ	60	8355	8355	8355
9HZO	60	8355	8355	8355
9HZR	60	8355	8355	8355
9HZN	60	8355	8355	8355
9HZP	60	8355	8355	8355
8RO6	3	8363	8363	8363
8RO7	3	8363	8363	8363
9LMO	3	8367	9184	22418
9U81	3	8367	9191	21482
9LMP	3	8367	9184	22144
9LVB	4	8367	11033	18153
9U80	3	8367	9188	21482
9DQ3	2	8374	9370	9370
9DQ4	2	8374	9370	9370
9N6U	6	8375	9681	9681
9DSS	6	8378	9872	9872
9DSR	2	8378	10075	10075
9DSU	2	8378	9872	9872
9DST	6	8378	10075	10075
9OAQ	3	8380	9573	14340
9OHV	3	8380	8380	8380
9OHU	1	8383	8383	8383
9OHT	1	8383	8383	8383
9OHW	3	8383	8383	8383
9OHY	3	8383	8383	8383
9FXT	4	8388	9492	9492
9FY8	4	8388	9492	9492
8RDF	2	8390	10416	10416
8RDA	2	8390	10220	10220
8VR9	3	8394	8480	10061
8VRB	3	8394	8489	10061
8VRA	3	8394	8484	10061
9YTD	3	8394	8459	10233
9M5B	9	8395	9829	20165
9T2H	1	8396	8396	8396
9T2D	3	8396	8396	8396
9H44	4	8396	8396	8396
9DS3	4	8397	10025	10025
8Z2I	6	8398	8398	8398
9N7K	4	8398	9945	9945
8Z2K	4	8398	8398	8398
8Z2H	6	8398	8398	8398
8Z2J	4	8398	8398	8398
9U7S	6	8400	8400	8400
9U7E	6	8400	8400	8400
8VLC	3	8407	8407	8407
9EB2	3	8410	8410	8410
9FQO	6	8410	9408	9408
22PS	6	8413	9971	12238
9XDG	6	8415	8415	8415
9X0I	6	8415	8415	8415
9XAU	4	8415	8415	8415
9E24	6	8417	8417	8417
9OHZ	4	8417	8417	8417
9QG8	3	8417	8417	8417
9E27	6	8417	8417	8417
9E25	6	8417	8417	8417
9E26	6	8417	8417	8417
9E29	6	8417	8417	8417
8ZCA	6	8418	9914	15971
8Z0H	4	8425	8425	8425
9DZH	4	8428	9682	9682
9DZK	4	8428	9682	9682
9DZJ	6	8428	9682	9682
9PAV	7	8431	8670	25691
9PC6	6	8431	8670	23199
9PAT	7	8431	8670	25691
9WRN	8	8432	10001	10001
9MSN	4	8434	10097	10097
9MXX	3	8436	8436	8436
9GV5	1	8438	8438	8438
9GYI	4	8439	8439	8439
9C96	2	8444	8809	8809
9NIH	2	8445	11729	11729
8VGI	12	8445	10157	32888
9NH3	6	8446	8446	8446
9CQ7	4	8449	9896	11120
9OAR	6	8450	9605	14185
9B7B	8	8452	9944	9947
9AXN	16	8456	8829	8829
8Z4D	34	8458	8458	8458
8Z4G	35	8458	8458	8458
9O5S	12	8459	8459	8459
9LUD	1	8459	8459	8459
9BC9	2	8459	8459	8459
9OI0	3	8467	8467	8467
8Y74	2	8471	8471	8471
9MEG	1	8472	8472	8472
9MEF	1	8472	8472	8472
9MDA	1	8472	8472	8472
9EB3	3	8473	8473	8473
9EB4	3	8473	8473	8473
9EB6	3	8473	8473	8473
9EB5	3	8473	8473	8473
9M01	1	8475	8475	8475
9D74	3	8477	9077	9146
9ASF	3	8477	8477	8477
8VCL	1	8477	8477	8477
9J3V	6	8477	8477	8477
9ASG	1	8477	8477	8477
9UL1	1	8477	8477	8477
9WVE	4	8479	8479	8479
9WVF	4	8479	8479	8479
9UV8	1	8479	8479	8479
9L4H	4	8479	21691	21691
9CR9	4	8479	9042	9042
8XKC	1	8480	8480	8480
8ZCK	6	8480	8480	8480
8ZCM	6	8480	8480	8480
8XG2	1	8480	8480	8480
8XES	1	8480	8480	8480
8XFZ	1	8480	8480	8480
8ZCL	6	8480	8480	8480
9IIE	2	8480	8480	8480
9HK1	12	8481	10162	22845
9PX5	3	8482	9758	31663
8RNF	3	8482	8482	8482
8RNE	3	8482	8482	8482
8XJ0	8	8482	9724	9724
9HKQ	3	8484	8500	10083
9JQZ	9	8488	9574	11296
9JQY	9	8488	9574	11296
8V8Q	3	8489	8489	8489
9L49	1	8489	8489	8489
9J4V	6	8489	8489	8489
9L47	2	8489	8489	8489
8RNI	1	8492	8492	8492
9K2S	2	8492	20919	20919
9L4I	4	8492	21691	21691
9HNF	2	8493	8493	8493
8RIP	4	8493	8493	8493
9SL0	3	8494	8494	8494
9SKO	3	8494	8494	8494
9SKP	3	8494	8494	8494
8ZV9	3	8496	8496	8496
9CWY	1	8497	8497	8497
9CWZ	1	8497	8497	8497
9CX2	3	8498	8498	8498
9CX1	3	8498	8498	8498
9KHB	3	8500	8500	8500
9KHC	6	8500	8500	8500
8Z05	1	8500	8500	8500
8Z07	1	8503	8503	8503
8YZZ	1	8503	8503	8503
8Z06	1	8503	8503	8503
8Z08	1	8503	8503	8503
8YZR	1	8503	8503	8503
8YZW	2	8503	8503	8503
8S16	6	8504	8504	8504
8S14	3	8504	8504	8504
9BL9	2	8504	15970	15970
8RJI	4	8504	8504	8504
8S1A	6	8504	8504	8504
8S19	6	8504	8504	8504
9BL6	2	8504	15970	15970
8S13	3	8504	8504	8504
8S1B	6	8504	8504	8504
8S15	3	8504	8504	8504
8S17	6	8504	8504	8504
9BL5	6	8504	15189	15189
9BLA	2	8504	16036	16036
8RJH	6	8504	8504	8504
8S18	6	8504	8504	8504
9K2U	1	8505	8505	8505
9K2T	1	8505	8505	8505
9L48	3	8506	8506	8506
9BWI	2	8506	8506	8506
9BWH	6	8506	8506	8506
9C7D	6	8506	9806	9806
9BWF	2	8506	8506	8506
9L4A	4	8506	8506	8506
9BL4	6	8507	16036	16036
8XKE	1	8507	8507	8507
9BL3	6	8507	15970	15970
9BL2	6	8507	15189	15189
8RNG	4	8511	8511	8511
